temp,ts
79.47,1341506142531
79.47,1341506148314
79.47,1341506154097
79.59,1341506159881
79.47,1341506165664
79.59,1341506171443
79.47,1341506177227
79.47,1341506183010
79.59,1341506188793
79.59,1341506194577
79.59,1341506200360
79.47,1341506206143
79.47,1341506211927
79.47,1341506217706
79.47,1341506223489
79.47,1341506229272
79.47,1341506235056
79.47,1341506240839
79.47,1341506246622
79.47,1341506252406
79.59,1341506258185
79.47,1341506263968
79.47,1341506269752
79.47,1341506275535
79.47,1341506281318
79.47,1341506287102
79.47,1341506292885
79.47,1341506298668
79.47,1341506304447
79.47,1341506310231
79.47,1341506316014
79.47,1341506321797
79.36,1341506327581
79.47,1341506333364
79.47,1341506339147
79.47,1341506344931
79.47,1341506350710
79.47,1341506356493
79.47,1341506362276
79.47,1341506368060
79.47,1341506373843
79.47,1341506379626
79.47,1341506385410
79.47,1341506391193
79.47,1341506396972
79.47,1341506402756
79.47,1341506408539
79.47,1341506414322
79.47,1341506420106
79.47,1341506425889
79.47,1341506431672
79.47,1341506437456
79.47,1341506443235
79.47,1341506449018
79.47,1341506454801
79.47,1341506460585
79.59,1341506466368
79.47,1341506472151
79.47,1341506477935
79.47,1341506483718
79.47,1341506489497
79.59,1341506495280
79.47,1341506501064
79.47,1341506506847
79.59,1341506512630
79.47,1341506518414
79.47,1341506524197
79.47,1341506529981
79.47,1341506535760
79.59,1341506541543
79.47,1341506547326
79.47,1341506553110
79.47,1341506558893
79.47,1341506564676
79.47,1341506570459
79.47,1341506576243
79.59,1341506582022
79.59,1341506587805
79.47,1341506593589
79.47,1341506599372
79.47,1341506605155
79.59,1341506610939
79.59,1341506616722
79.47,1341506622505
79.59,1341506628285
79.59,1341506634068
79.59,1341506639851
79.47,1341506645635
79.59,1341506651418
79.59,1341506657201
79.59,1341506662985
79.47,1341506668768
79.59,1341506674547
79.59,1341506680330
79.59,1341506686114
79.59,1341506691897
79.47,1341506697680
79.59,1341506703464
79.59,1341506709247
79.59,1341506715026
79.59,1341506720809
79.59,1341506726593
79.59,1341506732376
79.59,1341506738159
79.59,1341506743943
79.59,1341506749726
79.59,1341506755509
79.59,1341506761289
79.59,1341506767072
79.59,1341506772855
79.47,1341506778638
79.47,1341506784422
79.59,1341506790205
79.59,1341506795988
79.59,1341506801772
79.59,1341506807551
79.59,1341506813334
79.59,1341506819118
79.47,1341506824901
79.47,1341506830684
79.59,1341506836468
79.59,1341506842251
79.59,1341506848034
79.47,1341506853813
79.59,1341506859597
79.59,1341506865380
79.59,1341506871163
79.59,1341506876947
79.59,1341506882730
79.59,1341506888513
79.47,1341506894297
79.59,1341506900076
79.59,1341506905859
79.59,1341506911643
79.59,1341506917426
79.47,1341506923209
79.59,1341506928992
79.47,1341506934776
79.59,1341506940559
79.59,1341506946338
79.59,1341506952122
79.59,1341506957905
79.59,1341506963688
79.59,1341506969472
79.59,1341506975255
79.59,1341506981038
79.59,1341506986821
79.59,1341506992601
79.59,1341506998384
79.59,1341507004168
79.59,1341507009951
79.59,1341507015734
79.59,1341507021517
79.59,1341507027301
79.59,1341507033084
79.59,1341507038863
79.59,1341507044647
79.59,1341507050430
79.59,1341507056213
79.59,1341507061997
79.59,1341507067780
79.59,1341507073563
79.59,1341507079346
79.59,1341507085126
79.59,1341507090909
79.59,1341507096692
79.59,1341507102476
79.59,1341507108259
79.59,1341507114042
79.59,1341507119826
79.59,1341507125605
79.59,1341507131388
79.59,1341507137172
79.59,1341507142955
79.59,1341507148738
79.59,1341507154521
79.59,1341507160305
79.59,1341507166088
79.59,1341507171867
79.59,1341507177651
79.59,1341507183434
79.59,1341507189217
79.59,1341507195000
79.59,1341507200784
79.59,1341507206567
79.59,1341507212351
79.59,1341507218130
79.59,1341507223913
79.59,1341507229696
79.59,1341507235480
79.59,1341507241263
79.59,1341507247046
79.59,1341507252830
79.59,1341507258613
79.59,1341507264392
79.59,1341507270175
79.59,1341507275959
79.59,1341507281742
79.59,1341507287526
79.59,1341507293309
79.59,1341507299092
79.59,1341507304876
79.59,1341507310655
79.59,1341507316438
79.59,1341507322221
79.59,1341507328005
79.59,1341507333788
79.59,1341507339571
79.59,1341507345355
79.59,1341507351138
79.59,1341507356917
79.59,1341507362700
79.59,1341507368484
79.59,1341507374267
79.59,1341507380051
79.59,1341507385834
79.59,1341507391617
79.59,1341507397400
79.59,1341507403180
79.59,1341507408963
79.59,1341507414746
79.59,1341507420530
79.59,1341507426313
79.59,1341507432096
79.59,1341507437879
79.59,1341507443663
79.59,1341507449442
79.59,1341507455225
79.59,1341507461009
79.59,1341507466792
79.59,1341507472575
79.59,1341507478359
79.59,1341507484142
79.59,1341507489925
79.59,1341507495705
79.59,1341507501488
79.59,1341507507271
79.59,1341507513054
79.59,1341507518838
79.59,1341507524621
79.59,1341507530404
79.59,1341507536188
79.59,1341507541967
79.59,1341507547750
79.59,1341507553534
79.59,1341507559317
79.59,1341507565100
79.59,1341507570884
79.59,1341507576667
79.59,1341507582450
79.59,1341507588229
79.59,1341507594013
79.59,1341507599796
79.59,1341507605579
79.59,1341507611363
79.59,1341507617146
79.59,1341507622929
79.59,1341507628713
79.59,1341507634492
79.59,1341507640275
79.59,1341507646058
79.59,1341507651842
79.59,1341507657625
79.59,1341507663408
79.59,1341507669192
79.59,1341507674971
79.59,1341507680754
79.59,1341507686538
79.59,1341507692321
79.59,1341507698104
79.59,1341507703887
79.59,1341507709671
79.59,1341507715454
79.59,1341507721233
79.59,1341507727017
79.59,1341507732800
79.59,1341507738583
79.59,1341507744367
79.59,1341507750150
79.59,1341507755933
79.59,1341507761717
79.59,1341507767496
79.59,1341507773279
79.59,1341507779063
79.59,1341507784846
79.59,1341507790629
79.59,1341507796412
79.59,1341507802196
79.59,1341507807979
79.59,1341507813758
79.59,1341507819542
79.59,1341507825325
79.59,1341507831108
79.59,1341507836892
79.59,1341507842675
79.59,1341507848458
79.59,1341507854242
79.59,1341507860021
79.59,1341507865804
79.59,1341507871588
79.59,1341507877371
79.59,1341507883154
79.59,1341507888937
79.59,1341507894721
79.59,1341507900504
79.59,1341507906283
79.59,1341507912066
79.70,1341507917850
79.59,1341507923633
79.59,1341507929417
79.59,1341507935200
79.59,1341507940983
79.70,1341507946766
79.59,1341507952546
79.59,1341507958329
79.59,1341507964112
79.59,1341507969896
79.59,1341507975679
79.70,1341507981462
79.59,1341507987246
79.59,1341507993029
79.59,1341507998808
79.70,1341508004592
79.59,1341508010375
79.59,1341508016158
79.59,1341508021941
79.59,1341508027725
79.70,1341508033508
79.70,1341508039291
79.59,1341508045071
79.59,1341508050854
79.59,1341508056637
79.59,1341508062421
79.70,1341508068204
79.59,1341508073987
79.59,1341508079771
79.70,1341508085554
79.70,1341508091333
79.70,1341508097116
79.70,1341508102900
79.70,1341508108683
79.59,1341508114466
79.70,1341508120250
79.59,1341508126033
79.59,1341508131812
79.59,1341508137596
79.70,1341508143379
79.70,1341508149162
79.70,1341508154945
79.70,1341508160729
79.59,1341508166512
79.70,1341508172296
79.70,1341508178074
79.70,1341508183858
79.70,1341508189641
79.70,1341508195425
79.70,1341508201208
79.70,1341508206991
79.70,1341508212775
79.70,1341508218558
79.70,1341508224337
79.70,1341508230120
79.70,1341508235904
79.70,1341508241687
79.70,1341508247470
79.70,1341508253254
79.70,1341508259037
79.70,1341508264820
79.70,1341508270600
79.70,1341508276383
79.70,1341508282166
79.70,1341508287950
79.70,1341508293733
79.70,1341508299516
79.70,1341508305299
79.70,1341508311083
79.70,1341508316862
79.70,1341508322645
79.70,1341508328429
79.70,1341508334212
79.70,1341508339995
79.70,1341508345779
79.70,1341508351562
79.70,1341508357345
79.70,1341508363124
79.70,1341508368908
79.70,1341508374691
79.70,1341508380474
79.70,1341508386258
79.70,1341508392041
79.70,1341508397824
79.70,1341508403604
79.70,1341508409387
79.70,1341508415171
79.70,1341508420954
79.70,1341508426737
79.70,1341508432520
79.70,1341508438303
79.70,1341508444087
79.70,1341508449866
79.70,1341508455649
79.70,1341508461433
79.70,1341508467216
79.70,1341508472999
79.70,1341508478783
79.70,1341508484566
79.70,1341508490349
79.70,1341508496128
79.70,1341508501912
79.70,1341508507695
79.70,1341508513479
79.70,1341508519262
79.70,1341508525045
79.70,1341508530828
79.70,1341508536612
79.70,1341508542391
79.70,1341508548174
79.70,1341508553958
79.70,1341508559741
79.70,1341508565524
79.70,1341508571308
79.70,1341508577091
79.70,1341508582874
79.70,1341508588653
79.70,1341508594437
79.70,1341508600220
79.70,1341508606003
79.70,1341508611787
79.70,1341508617570
79.70,1341508623353
79.70,1341508629137
79.70,1341508634916
79.70,1341508640699
79.70,1341508646482
79.70,1341508652266
79.70,1341508658049
79.70,1341508663832
79.70,1341508669616
79.70,1341508675395
79.70,1341508681178
79.70,1341508686962
79.70,1341508692745
79.70,1341508698528
79.70,1341508704312
79.70,1341508710095
79.70,1341508715878
79.70,1341508721658
79.70,1341508727441
79.70,1341508733224
79.70,1341508739007
79.70,1341508744791
79.70,1341508750574
79.81,1341508756357
79.70,1341508762141
79.81,1341508767920
79.81,1341508773703
79.81,1341508779487
79.70,1341508785270
79.81,1341508791053
79.81,1341508796837
79.81,1341508802620
79.81,1341508808403
79.81,1341508814182
79.81,1341508819966
79.70,1341508825749
79.81,1341508831532
79.81,1341508837316
79.81,1341508843099
79.81,1341508848882
79.81,1341508854666
79.81,1341508860445
79.81,1341508866228
79.81,1341508872012
79.81,1341508877795
79.70,1341508883578
79.81,1341508889361
79.81,1341508895145
79.81,1341508900928
79.81,1341508906707
79.81,1341508912491
79.81,1341508918274
79.81,1341508924057
79.81,1341508929840
79.81,1341508935624
79.81,1341508941407
79.81,1341508947191
79.81,1341508952970
79.81,1341508958753
79.81,1341508964536
79.81,1341508970320
79.81,1341508976103
79.81,1341508981886
79.81,1341508987670
79.81,1341508993453
79.81,1341508999232
79.81,1341509005015
79.81,1341509010799
79.81,1341509016582
79.81,1341509022366
79.81,1341509028149
79.81,1341509033932
79.81,1341509039715
79.81,1341509045495
79.81,1341509051278
79.81,1341509057061
79.81,1341509062844
79.81,1341509068628
79.81,1341509074411
79.81,1341509080195
79.81,1341509085978
79.81,1341509091757
79.81,1341509097540
79.81,1341509103324
79.81,1341509109107
79.81,1341509114890
79.81,1341509120674
79.81,1341509126457
79.81,1341509132240
79.81,1341509138019
79.81,1341509143803
79.81,1341509149586
79.81,1341509155369
79.81,1341509161153
79.81,1341509166936
79.70,1341509172719
79.81,1341509178499
79.81,1341509184282
79.81,1341509190065
79.81,1341509195849
79.81,1341509201632
79.70,1341509207415
79.81,1341509213199
79.81,1341509218982
79.81,1341509224761
79.81,1341509230544
79.81,1341509236328
79.81,1341509242111
79.70,1341509247894
79.70,1341509253678
79.81,1341509259461
79.81,1341509265244
79.81,1341509271024
79.70,1341509276807
79.81,1341509282590
79.81,1341509288373
79.81,1341509294157
79.81,1341509299940
79.81,1341509305724
79.81,1341509311507
79.81,1341509317286
79.81,1341509323069
79.81,1341509328853
79.81,1341509334636
79.81,1341509340419
79.81,1341509346203
79.81,1341509351986
79.81,1341509357769
79.81,1341509363548
79.81,1341509369332
79.81,1341509375115
79.81,1341509380898
79.81,1341509386682
79.81,1341509392465
79.81,1341509398248
79.81,1341509404032
79.81,1341509409811
79.70,1341509415594
79.81,1341509421378
79.70,1341509427161
79.70,1341509432944
79.70,1341509438727
79.70,1341509444511
79.70,1341509450294
79.70,1341509456073
79.81,1341509461857
79.81,1341509467640
79.70,1341509473423
79.70,1341509479207
79.70,1341509484990
79.81,1341509490773
79.81,1341509496557
79.70,1341509502336
79.81,1341509508119
79.70,1341509513903
79.70,1341509519686
79.81,1341509525469
79.70,1341509531252
79.70,1341509537036
79.70,1341509542819
79.70,1341509548598
79.70,1341509554382
79.70,1341509560165
79.70,1341509565948
79.81,1341509571732
79.70,1341509577515
79.81,1341509583298
79.81,1341509589082
79.70,1341509594861
79.81,1341509600644
79.81,1341509606427
79.70,1341509612211
79.81,1341509617994
79.70,1341509623777
79.81,1341509629561
79.81,1341509635344
79.81,1341509641123
79.81,1341509646907
79.81,1341509652690
79.81,1341509658473
79.81,1341509664257
79.81,1341509670040
79.81,1341509675823
79.81,1341509681606
79.81,1341509687386
79.81,1341509693169
79.81,1341509698952
79.70,1341509704736
79.81,1341509710519
79.81,1341509716302
79.81,1341509722085
79.81,1341509727869
79.81,1341509733648
79.70,1341509739431
79.81,1341509745215
79.81,1341509750998
79.81,1341509756781
79.70,1341509762565
79.81,1341509768348
79.81,1341509774131
79.81,1341509779911
79.81,1341509785694
79.81,1341509791477
79.81,1341509797261
79.81,1341509803044
79.81,1341509808827
79.81,1341509814610
79.81,1341509820394
79.81,1341509826173
79.81,1341509831956
79.81,1341509837740
79.81,1341509843523
79.81,1341509849306
79.81,1341509855090
79.81,1341509860873
79.81,1341509866656
79.81,1341509872436
79.81,1341509878219
79.81,1341509884002
79.81,1341509889785
79.81,1341509895569
79.81,1341509901352
79.81,1341509907135
79.81,1341509912919
79.81,1341509918698
79.81,1341509924481
79.81,1341509930265
79.81,1341509936048
79.81,1341509941831
79.81,1341509947615
79.81,1341509953398
79.81,1341509959181
79.81,1341509964960
79.81,1341509970744
79.81,1341509976527
79.81,1341509982310
79.81,1341509988094
79.81,1341509993877
79.81,1341509999660
79.81,1341510005440
79.81,1341510011223
79.81,1341510017006
79.81,1341510022789
79.81,1341510028573
79.81,1341510034356
79.81,1341510040140
79.81,1341510045923
79.81,1341510051702
79.81,1341510057485
79.81,1341510063268
79.81,1341510069052
79.81,1341510074835
79.81,1341510080619
79.81,1341510086402
79.81,1341510092185
79.81,1341510097964
79.81,1341510103748
79.81,1341510109531
79.81,1341510115314
79.81,1341510121098
79.81,1341510126881
79.81,1341510132664
79.81,1341510138448
79.81,1341510144227
79.81,1341510150010
79.81,1341510155794
79.81,1341510161577
79.81,1341510167360
79.81,1341510173143
79.81,1341510178927
79.81,1341510184710
79.81,1341510190489
79.81,1341510196273
79.93,1341510202056
79.81,1341510207839
79.81,1341510213623
79.81,1341510219406
79.81,1341510225189
79.81,1341510230973
79.81,1341510236752
79.81,1341510242535
79.81,1341510248318
79.81,1341510254102
79.81,1341510259885
79.81,1341510265668
79.81,1341510271452
79.81,1341510277235
79.81,1341510283014
79.81,1341510288798
79.81,1341510294581
79.81,1341510300364
79.81,1341510306147
79.93,1341510311931
79.93,1341510317714
79.93,1341510323497
79.93,1341510329277
79.81,1341510335060
79.93,1341510340843
79.93,1341510346627
79.93,1341510352410
79.93,1341510358193
79.93,1341510363977
79.93,1341510369760
79.81,1341510375539
79.93,1341510381322
79.81,1341510387106
79.81,1341510392889
79.93,1341510398672
79.81,1341510404456
79.93,1341510410239
79.93,1341510416022
79.81,1341510421802
79.93,1341510427585
79.93,1341510433368
79.93,1341510439152
79.93,1341510444935
79.93,1341510450718
79.93,1341510456501
79.93,1341510462285
79.93,1341510468064
79.93,1341510473847
79.93,1341510479631
79.93,1341510485414
79.93,1341510491197
79.93,1341510496981
79.93,1341510502764
79.93,1341510508547
79.93,1341510514331
79.93,1341510520110
79.93,1341510525893
79.93,1341510531676
79.93,1341510537460
79.93,1341510543243
79.93,1341510549026
79.93,1341510554810
79.81,1341510560593
79.93,1341510566372
79.93,1341510572155
79.81,1341510577939
79.93,1341510583722
79.93,1341510589506
79.93,1341510595289
79.93,1341510601072
79.93,1341510606855
79.93,1341510612635
79.93,1341510618418
79.93,1341510624201
79.93,1341510629985
79.93,1341510635768
79.93,1341510641551
79.93,1341510647335
79.93,1341510653118
79.93,1341510658897
79.93,1341510664681
79.93,1341510670464
79.93,1341510676247
79.93,1341510682030
79.93,1341510687814
79.93,1341510693597
79.93,1341510699380
79.93,1341510705160
79.93,1341510710943
79.93,1341510716726
79.93,1341510722510
79.93,1341510728293
79.93,1341510734076
79.93,1341510739860
79.93,1341510745643
79.93,1341510751422
79.93,1341510757205
79.81,1341510762989
79.81,1341510768772
79.93,1341510774555
79.93,1341510780339
79.93,1341510786122
79.93,1341510791905
79.93,1341510797685
79.93,1341510803468
79.93,1341510809251
79.93,1341510815034
79.93,1341510820818
79.93,1341510826601
79.93,1341510832384
79.93,1341510838168
79.93,1341510843947
79.93,1341510849730
79.93,1341510855514
79.93,1341510861297
79.93,1341510867080
79.93,1341510872863
79.93,1341510878647
79.93,1341510884430
79.93,1341510890209
79.93,1341510895993
79.93,1341510901776
79.93,1341510907559
79.93,1341510913343
79.93,1341510919126
79.93,1341510924909
79.93,1341510930693
79.93,1341510936472
79.93,1341510942255
79.93,1341510948039
79.93,1341510953822
79.93,1341510959605
79.93,1341510965389
79.93,1341510971172
79.93,1341510976955
79.93,1341510982734
79.93,1341510988518
79.93,1341510994301
79.93,1341511000084
79.93,1341511005868
79.93,1341511011651
79.93,1341511017434
79.93,1341511023217
79.93,1341511029001
79.93,1341511034780
79.93,1341511040563
79.93,1341511046347
79.93,1341511052130
79.93,1341511057913
79.93,1341511063697
79.93,1341511069480
79.93,1341511075263
79.93,1341511081043
79.93,1341511086826
79.93,1341511092609
79.93,1341511098393
79.93,1341511104176
79.93,1341511109959
79.93,1341511115743
79.93,1341511121526
79.93,1341511127305
79.93,1341511133088
79.93,1341511138872
79.93,1341511144655
79.93,1341511150438
79.93,1341511156222
79.93,1341511162005
79.93,1341511167788
79.93,1341511173568
79.93,1341511179351
79.93,1341511185134
79.93,1341511190917
79.93,1341511196701
79.93,1341511202484
79.93,1341511208267
79.93,1341511214051
79.93,1341511219830
79.93,1341511225613
79.93,1341511231397
79.93,1341511237180
79.93,1341511242963
79.93,1341511248747
79.93,1341511254530
79.93,1341511260313
79.93,1341511266092
79.93,1341511271876
79.93,1341511277659
79.93,1341511283442
79.93,1341511289226
79.93,1341511295009
79.93,1341511300792
79.93,1341511306576
79.93,1341511312355
79.93,1341511318138
79.93,1341511323922
79.93,1341511329705
79.93,1341511335488
79.93,1341511341271
79.93,1341511347055
79.93,1341511352838
79.93,1341511358617
79.93,1341511364401
79.93,1341511370184
79.93,1341511375967
79.93,1341511381751
79.93,1341511387534
79.93,1341511393317
79.93,1341511399100
79.93,1341511404884
79.93,1341511410663
79.93,1341511416446
79.93,1341511422230
79.93,1341511428013
79.93,1341511433796
79.93,1341511439580
79.93,1341511445363
79.93,1341511451146
79.93,1341511456926
79.93,1341511462709
79.93,1341511468492
79.93,1341511474275
79.93,1341511480059
79.93,1341511485842
79.93,1341511491625
79.93,1341511497409
79.93,1341511503188
79.93,1341511508971
79.93,1341511514755
79.93,1341511520538
79.93,1341511526321
79.93,1341511532105
79.93,1341511537888
79.93,1341511543671
79.93,1341511549451
79.93,1341511555234
80.04,1341511561017
79.93,1341511566801
79.93,1341511572584
79.93,1341511578367
79.93,1341511584150
79.93,1341511589934
79.93,1341511595713
79.93,1341511601496
79.93,1341511607279
79.93,1341511613063
79.93,1341511618846
79.93,1341511624629
79.93,1341511630413
79.93,1341511636196
79.93,1341511641975
79.93,1341511647759
79.93,1341511653542
79.93,1341511659325
79.93,1341511665109
79.93,1341511670892
79.93,1341511676675
79.93,1341511682458
79.93,1341511688238
79.93,1341511694021
79.93,1341511699804
79.93,1341511705588
79.93,1341511711371
79.93,1341511717154
79.93,1341511722938
79.93,1341511728721
79.93,1341511734500
79.93,1341511740284
79.93,1341511746067
79.93,1341511751850
79.93,1341511757633
79.93,1341511763417
79.93,1341511769200
80.04,1341511774983
80.04,1341511780767
79.93,1341511786546
79.93,1341511792330
80.04,1341511798113
79.93,1341511803896
80.04,1341511809679
80.04,1341511815463
79.93,1341511821246
79.93,1341511827029
79.93,1341511832808
79.93,1341511838592
80.04,1341511844375
79.93,1341511850158
79.93,1341511855942
79.93,1341511861725
79.93,1341511867508
79.93,1341511873292
79.93,1341511879071
79.93,1341511884854
79.93,1341511890638
79.93,1341511896421
79.93,1341511902204
79.93,1341511907988
79.93,1341511913771
79.93,1341511919554
79.93,1341511925333
79.93,1341511931117
79.93,1341511936900
79.93,1341511942683
79.93,1341511948467
79.93,1341511954250
79.93,1341511960033
79.93,1341511965817
79.93,1341511971596
79.93,1341511977379
79.93,1341511983162
79.93,1341511988946
79.93,1341511994729
79.93,1341512000512
79.93,1341512006296
79.93,1341512012079
79.93,1341512017858
79.93,1341512023642
79.93,1341512029425
79.93,1341512035208
79.93,1341512040992
79.93,1341512046775
79.93,1341512052558
79.93,1341512058341
79.93,1341512064121
79.93,1341512069904
79.93,1341512075687
79.93,1341512081471
79.93,1341512087254
79.93,1341512093037
79.93,1341512098821
79.93,1341512104604
79.93,1341512110383
79.93,1341512116167
79.93,1341512121950
79.93,1341512127733
79.93,1341512133516
79.93,1341512139300
79.93,1341512145083
79.93,1341512150866
79.93,1341512156646
79.93,1341512162429
79.93,1341512168212
79.93,1341512173996
79.93,1341512179779
79.93,1341512185562
79.93,1341512191346
79.93,1341512197129
79.93,1341512202912
79.93,1341512208691
79.93,1341512214475
79.93,1341512220258
79.93,1341512226041
79.93,1341512231825
79.93,1341512237608
79.93,1341512243391
79.93,1341512249175
79.93,1341512254954
79.93,1341512260737
79.93,1341512266521
79.93,1341512272304
79.93,1341512278087
79.93,1341512283870
79.93,1341512289654
79.93,1341512295437
79.93,1341512301216
79.93,1341512307000
79.93,1341512312783
79.93,1341512318566
79.93,1341512324350
79.93,1341512330133
79.93,1341512335916
79.93,1341512341699
79.93,1341512347479
79.93,1341512353262
79.93,1341512359045
79.93,1341512364829
79.93,1341512370612
79.93,1341512376395
79.93,1341512382179
79.93,1341512387962
79.93,1341512393741
79.93,1341512399525
79.93,1341512405308
79.93,1341512411091
79.93,1341512416874
79.93,1341512422658
79.93,1341512428441
79.93,1341512434225
79.93,1341512440004
79.93,1341512445787
79.93,1341512451570
79.93,1341512457354
79.93,1341512463137
79.93,1341512468920
79.93,1341512474704
79.93,1341512480487
79.93,1341512486266
79.93,1341512492049
79.93,1341512497833
79.93,1341512503616
79.93,1341512509399
80.04,1341512515183
80.04,1341512520966
79.93,1341512526749
80.04,1341512532533
79.93,1341512538312
79.93,1341512544095
79.93,1341512549879
79.93,1341512555662
79.93,1341512561445
79.93,1341512567228
79.93,1341512573012
79.93,1341512578795
79.93,1341512584574
80.04,1341512590358
80.04,1341512596141
79.93,1341512601924
79.93,1341512607708
80.04,1341512613491
80.04,1341512619274
80.04,1341512625058
79.93,1341512630837
80.04,1341512636620
79.93,1341512642404
80.04,1341512648187
79.93,1341512653970
80.04,1341512659753
80.04,1341512665537
80.04,1341512671320
80.04,1341512677099
80.04,1341512682882
80.04,1341512688666
80.04,1341512694449
80.04,1341512700232
80.04,1341512706016
80.04,1341512711799
80.04,1341512717583
80.04,1341512723362
80.04,1341512729145
80.04,1341512734928
80.04,1341512740712
80.04,1341512746495
80.04,1341512752278
80.04,1341512758062
80.04,1341512763845
80.04,1341512769624
80.04,1341512775407
80.04,1341512781191
80.04,1341512786974
80.04,1341512792757
80.04,1341512798541
80.04,1341512804324
80.04,1341512810107
80.04,1341512815887
80.04,1341512821670
80.04,1341512827453
80.04,1341512833237
80.04,1341512839020
80.04,1341512844803
80.04,1341512850587
80.04,1341512856366
80.04,1341512862149
80.04,1341512867933
80.04,1341512873716
80.04,1341512879499
80.04,1341512885282
80.04,1341512891066
80.04,1341512896849
80.04,1341512902628
80.04,1341512908412
80.04,1341512914195
80.04,1341512919978
79.93,1341512925761
80.04,1341512931545
80.04,1341512937328
80.04,1341512943112
80.04,1341512948891
80.04,1341512954674
80.04,1341512960457
80.04,1341512966241
80.04,1341512972024
80.04,1341512977807
80.04,1341512983591
80.04,1341512989374
80.04,1341512995153
80.04,1341513000936
79.93,1341513006720
79.93,1341513012503
80.04,1341513018286
80.04,1341513024070
79.93,1341513029853
80.04,1341513035636
80.04,1341513041416
80.04,1341513047199
80.04,1341513052982
80.04,1341513058766
80.04,1341513064549
80.04,1341513070332
80.04,1341513076115
80.04,1341513081899
80.04,1341513087678
80.04,1341513093461
79.93,1341513099245
79.93,1341513105028
80.04,1341513110811
80.04,1341513116595
80.04,1341513122378
80.04,1341513128161
80.04,1341513133940
80.04,1341513139724
80.04,1341513145507
80.04,1341513151290
80.04,1341513157074
79.93,1341513162857
80.04,1341513168640
80.04,1341513174424
79.93,1341513180203
80.04,1341513185986
80.04,1341513191770
79.93,1341513197553
79.93,1341513203336
80.04,1341513209120
80.04,1341513214903
80.04,1341513220686
80.04,1341513226465
79.93,1341513232249
80.04,1341513238032
80.04,1341513243815
80.04,1341513249599
80.04,1341513255382
80.04,1341513261165
80.04,1341513266949
80.04,1341513272728
80.04,1341513278511
80.04,1341513284294
80.04,1341513290078
80.04,1341513295861
80.04,1341513301644
80.04,1341513307428
80.04,1341513313211
80.04,1341513318990
80.04,1341513324774
80.04,1341513330557
80.04,1341513336340
80.04,1341513342124
80.04,1341513347907
80.04,1341513353690
80.04,1341513359473
80.04,1341513365253
80.04,1341513371036
80.04,1341513376819
80.04,1341513382603
80.04,1341513388386
80.04,1341513394169
80.04,1341513399953
79.93,1341513405736
80.04,1341513411515
80.04,1341513417299
80.04,1341513423082
80.04,1341513428865
80.04,1341513434648
80.04,1341513440432
80.04,1341513446215
80.04,1341513451998
80.04,1341513457778
80.04,1341513463561
79.93,1341513469344
80.04,1341513475128
80.04,1341513480911
80.04,1341513486694
80.04,1341513492478
80.04,1341513498261
80.04,1341513504040
80.04,1341513509824
80.04,1341513515607
80.04,1341513521390
80.04,1341513527173
80.04,1341513532957
80.04,1341513538740
80.04,1341513544523
80.04,1341513550303
80.04,1341513556086
80.04,1341513561869
80.04,1341513567653
80.04,1341513573436
80.04,1341513579219
80.04,1341513585002
80.04,1341513590786
79.93,1341513596565
80.04,1341513602348
80.04,1341513608132
80.04,1341513613915
80.04,1341513619698
80.04,1341513625482
80.04,1341513631265
80.04,1341513637048
80.04,1341513642828
80.04,1341513648611
80.04,1341513654394
80.04,1341513660177
80.04,1341513665961
80.04,1341513671744
80.04,1341513677527
80.04,1341513683311
80.04,1341513689090
80.04,1341513694873
80.04,1341513700657
80.04,1341513706440
80.04,1341513712223
80.04,1341513718007
80.04,1341513723790
80.04,1341513729573
80.04,1341513735352
80.04,1341513741136
80.04,1341513746919
80.04,1341513752702
80.04,1341513758486
80.04,1341513764269
80.04,1341513770052
80.04,1341513775836
80.04,1341513781615
80.04,1341513787398
80.04,1341513793181
80.04,1341513798965
80.04,1341513804748
80.04,1341513810531
80.04,1341513816315
80.04,1341513822098
80.04,1341513827877
80.04,1341513833661
80.04,1341513839444
80.04,1341513845227
80.04,1341513851011
80.04,1341513856794
80.04,1341513862577
80.04,1341513868361
80.04,1341513874140
80.04,1341513879923
80.04,1341513885706
80.04,1341513891490
80.04,1341513897273
80.04,1341513903056
80.04,1341513908840
80.04,1341513914623
80.04,1341513920402
80.04,1341513926186
80.04,1341513931969
80.04,1341513937752
80.04,1341513943536
80.04,1341513949319
80.04,1341513955102
80.04,1341513960885
80.04,1341513966665
80.04,1341513972448
80.04,1341513978231
80.04,1341513984015
80.04,1341513989798
80.04,1341513995581
80.04,1341514001365
80.04,1341514007148
80.04,1341514012927
80.04,1341514018710
80.04,1341514024494
80.04,1341514030277
80.04,1341514036061
80.04,1341514041844
80.04,1341514047627
80.04,1341514053410
80.04,1341514059190
80.04,1341514064973
80.04,1341514070756
80.04,1341514076540
80.04,1341514082323
80.04,1341514088106
80.04,1341514093889
80.04,1341514099669
80.04,1341514105452
80.04,1341514111235
80.04,1341514117019
80.04,1341514122802
80.04,1341514128585
80.04,1341514134369
80.04,1341514140152
80.04,1341514145931
80.04,1341514151714
80.04,1341514157498
80.04,1341514163281
80.04,1341514169064
80.04,1341514174848
80.04,1341514180631
80.04,1341514186414
80.04,1341514192194
80.04,1341514197977
80.04,1341514203760
80.04,1341514209544
80.04,1341514215327
80.04,1341514221110
80.04,1341514226893
